timestamp,demand_mw,supply_mw,loadshed_mw,remarks
2026-05-20T04:00,14211,13994,217,
2026-05-20T05:00,13841,13668,173,
2026-05-20T06:00,13602,13463,139,
2026-05-20T07:00,13472,13351,121,
2026-05-20T08:00,13552,13460,92,
2026-05-20T09:00,13894,13700,194,
2026-05-20T10:00,14256,14143,113,
2026-05-20T11:00,14725,14550,175,
2026-05-20T12:00,15087,14786,301,Day Peak
2026-05-20T13:00,15293,14786,507,
2026-05-20T14:00,15294,14856,438,
2026-05-20T15:00,15507,14982,525,
2026-05-20T16:00,15117,14509,608,
2026-05-20T17:00,15245,14569,676,
2026-05-20T18:00,14977,14330,647,
2026-05-20T19:00,16185,15560,625,
2026-05-20T19:30,16770,16235,535,
2026-05-20T20:00,16776,16183,593,
2026-05-20T21:00,16810,16418,392,Evening Peak
2026-05-20T22:00,16807,16362,445,
2026-05-20T23:00,16822,15999,823,
2026-05-21T00:00,16615,15212,1403,
2026-05-21T01:00,16342,15046,1296,
2026-05-21T02:00,16105,14909,1196,
2026-05-21T03:00,15693,14719,974,
2026-05-21T04:00,15199,14650,549,
2026-05-21T05:00,14440,14074,366,
2026-05-21T06:00,14129,13862,267,
2026-05-21T07:00,13672,13454,218,
2026-05-21T08:00,13417,13240,177,
2026-05-21T09:00,13395,13224,171,
2026-05-21T10:00,13220,13137,83,
2026-05-21T11:00,13565,13187,378,
2026-05-21T12:00,13706,13274,432,Day Peak
2026-05-21T13:00,14125,13650,475,
2026-05-21T14:00,14255,13725,530,
2026-05-21T15:00,14655,13823,832,
2026-05-21T16:00,15175,14167,1008,
2026-05-21T17:00,14907,13894,1013,
2026-05-21T18:00,14655,14050,605,
2026-05-21T19:00,16054,15400,654,
2026-05-21T19:30,16587,15927,660,
2026-05-21T20:00,16495,15689,806,
2026-05-21T21:00,16418,15744,674,Evening Peak
2026-05-21T22:00,16198,15936,262,
2026-05-21T23:00,16200,15881,319,
2026-05-22T00:00,15506,14453,1053,
2026-05-22T01:00,15894,14506,1388,
2026-05-22T02:00,15727,14442,1285,
2026-05-22T03:00,15391,14141,1250,
2026-05-22T04:00,14789,14061,728,
2026-05-22T05:00,14083,13695,388,
2026-05-22T06:00,13627,13308,319,
2026-05-22T07:00,13296,12926,370,
2026-05-22T08:00,12701,12595,106,
2026-05-22T09:00,12620,12561,59,Day Peak
2026-05-22T10:00,12470,12430,40,
2026-05-22T11:00,12653,12653,0,
2026-05-22T12:00,12304,12271,33,
2026-05-22T13:00,13224,13202,22,
2026-05-22T14:00,12921,12896,25,
2026-05-22T15:00,13251,13154,97,
2026-05-22T16:00,12952,12952,0,
2026-05-22T17:00,12824,12814,10,
2026-05-22T18:00,12887,12867,20,
2026-05-22T19:00,14626,14451,175,
2026-05-22T19:30,15325,15122,203,
2026-05-22T20:00,15200,15029,161,
2026-05-22T21:00,15321,15022,299,Evening Peak
2026-05-22T22:00,15351,15194,157,
2026-05-22T23:00,15509,15232,277,
2026-05-23T00:00,14973,14508,465,
2026-05-23T01:00,14613,14193,420,
2026-05-23T02:00,14091,13858,233,
2026-05-23T03:00,13796,13563,233,
2026-05-23T04:00,13407,13174,233,
2026-05-23T05:00,13305,13095,210,
2026-05-23T06:00,12713,12498,215,
2026-05-23T07:00,12774,12576,198,
2026-05-23T08:00,12891,12736,155,
2026-05-23T09:00,13065,12945,120,
2026-05-23T10:00,13429,13296,133,
2026-05-23T11:00,13932,13703,229,
2026-05-23T12:00,14382,13933,449,Day Peak
2026-05-23T13:00,14785,14469,316,
2026-05-23T14:00,14986,14667,319,
2026-05-23T15:00,15292,14409,883,
2026-05-23T16:00,14719,14242,477,
2026-05-23T17:00,14636,14361,275,
2026-05-23T18:00,14567,14421,146,
2026-05-23T19:00,16207,15891,316,
2026-05-23T19:30,16158,15669,489,Evening Peak
2026-05-23T20:00,16103,15829,274,
2026-05-23T21:00,16076,15708,343,
2026-05-23T22:00,15472,15252,220,
2026-05-23T23:00,15246,15056,190,
2026-05-24T00:00,15012,14675,337,
2026-05-24T01:00,14621,14410,211,
2026-05-24T02:00,13855,13717,138,
2026-05-24T03:00,13318,13212,106,
2026-05-24T04:00,12709,12624,85,
2026-05-24T05:00,12325,12248,77,
2026-05-24T06:00,12329,12275,54,
2026-05-24T07:00,12525,12491,34,
2026-05-24T08:00,12648,12617,31,
2026-05-24T09:00,12873,12842,31,
2026-05-24T10:00,13423,13273,150,
2026-05-24T11:00,13846,13690,156,
2026-05-24T12:00,14112,13786,326,Day Peak
2026-05-24T13:00,14665,14404,261,
2026-05-24T14:00,14748,14463,285,
2026-05-24T15:00,15064,14430,634,
2026-05-24T16:00,13939,13864,75,
2026-05-24T17:00,12104,12104,0,
2026-05-24T18:00,12269,12269,0,
2026-05-24T19:00,13974,13964,10,
2026-05-24T19:30,14042,14020,22,
2026-05-24T20:00,14001,13983,18,
2026-05-24T21:00,14127,13936,191,Evening Peak
2026-05-24T22:00,13910,13795,115,
2026-05-24T23:00,13990,13883,107,
2026-05-25T00:00,13850,13590,285,
2026-05-25T01:00,13309,13173,136,
2026-05-25T02:00,13081,12986,95,
2026-05-25T03:00,12649,12564,85,
2026-05-25T04:00,12094,12014,80,
2026-05-25T05:00,11784,11704,80,
2026-05-25T06:00,11381,11279,102,
2026-05-25T07:00,11363,11236,127,
2026-05-25T08:00,11000,10927,73,
2026-05-25T09:00,11144,11088,70,
2026-05-25T10:00,11067,11000,67,Day Peak
2026-05-25T11:00,10696,10639,57,
2026-05-25T12:00,10602,10602,0,
2026-05-25T13:00,10733,10733,0,
2026-05-25T14:00,11019,11019,0,
2026-05-25T15:00,11257,11257,0,
2026-05-25T16:00,11379,11379,0,
2026-05-25T17:00,11192,11192,0,
2026-05-25T18:00,11064,11064,0,
2026-05-25T19:00,12235,12235,0,
2026-05-25T19:30,13005,12988,17,
2026-05-25T20:00,12962,12925,37,
2026-05-25T21:00,13196,13169,27,Evening Peak
2026-05-25T22:00,13183,13163,20,
2026-05-25T23:00,13274,13240,34,
2026-05-26T00:00,12804,12760,44,
2026-05-26T01:00,11928,11899,29,
2026-05-26T02:00,10715,10715,0,
2026-05-26T03:00,9947,9947,0,
2026-05-26T04:00,8809,8809,0,
2026-05-26T05:00,7775,7775,0,
2026-05-26T06:00,7584,7584,0,
2026-05-26T07:00,7957,7957,0,
2026-05-26T08:00,8492,8492,0,
2026-05-26T09:00,8854,8854,0,Day Peak
2026-05-26T10:00,8646,8646,0,
2026-05-26T11:00,8771,8771,0,
2026-05-26T12:00,8187,8187,0,
2026-05-26T13:00,7604,7604,0,
2026-05-26T14:00,8239,8239,0,
2026-05-26T15:00,8382,8382,0,
2026-05-26T16:00,8526,8526,0,
2026-05-26T17:00,8601,8601,0,
2026-05-26T18:00,9053,9053,0,
2026-05-26T19:00,10563,10563,0,
2026-05-26T19:30,10789,10789,0,
2026-05-26T20:00,10805,10805,0,
2026-05-26T21:00,10775,10770,5,Evening Peak
2026-05-26T22:00,10821,10821,0,
2026-05-26T23:00,10746,10746,0,
2026-05-27T00:00,10460,10460,0,
2026-05-27T01:00,9962,9962,0,
2026-05-27T02:00,9601,9601,0,
2026-05-27T03:00,9284,9284,0,
2026-05-27T04:00,8874,8874,0,
2026-05-27T05:00,8057,8057,0,
2026-05-27T06:00,7289,7289,0,
2026-05-27T07:00,6766,6766,0,
2026-05-27T08:00,6205,6205,0,
2026-05-27T09:00,5521,5521,0,
2026-05-27T10:00,5777,5777,0,
2026-05-27T11:00,6077,6077,0,
2026-05-27T12:00,6372,6372,0,Day Peak
2026-05-27T13:00,7207,7207,0,
2026-05-27T14:00,7530,7530,0,
2026-05-27T15:00,7619,7619,0,
2026-05-27T16:00,7718,7718,0,
2026-05-27T17:00,7714,7714,0,
2026-05-27T18:00,8110,8110,0,
2026-05-27T19:00,9400,9400,0,
2026-05-27T19:30,9696,9696,0,
2026-05-27T20:00,9667,9667,0,Evening Peak
2026-05-27T21:00,9463,9463,0,
2026-05-27T22:00,9537,9537,0,
2026-05-27T23:00,9341,9341,0,
2026-05-28T00:00,9300,9300,0,
2026-05-28T01:00,8978,8978,0,
2026-05-28T02:00,8789,8789,0,
2026-05-28T03:00,8472,8472,0,
2026-05-28T04:00,8287,8287,0,
2026-05-28T05:00,8209,8209,0,
2026-05-28T06:00,8611,8611,0,
2026-05-28T07:00,8718,8718,0,
2026-05-28T08:00,7955,7955,0,
2026-05-28T09:00,7486,7486,0,
2026-05-28T10:00,7253,7253,0,
2026-05-28T11:00,7417,7417,0,
2026-05-28T12:00,7580,7580,0,Day Peak
2026-05-28T13:00,8390,8390,0,
2026-05-28T14:00,8800,8800,0,
2026-05-28T15:00,9424,9424,0,
2026-05-28T16:00,9587,9587,0,
2026-05-28T17:00,9846,9846,0,
2026-05-28T18:00,9921,9921,0,
2026-05-28T19:00,11246,11246,0,
2026-05-28T19:30,11953,11953,0,
2026-05-28T20:00,11775,11775,0,
2026-05-28T21:00,11988,11974,14,Evening Peak
2026-05-28T22:00,12078,12070,8,
2026-05-28T23:00,12035,12027,8,
2026-05-29T00:00,11928,11920,8,
2026-05-29T01:00,11491,11491,0,
2026-05-29T02:00,10994,10994,0,
2026-05-29T03:00,10547,10547,0,
2026-05-29T04:00,10193,10193,0,
2026-05-29T05:00,9902,9902,0,
2026-05-29T06:00,9572,9572,0,
2026-05-29T07:00,9685,9685,0,
2026-05-29T08:00,9840,9840,0,
2026-05-29T09:00,10006,10006,0,
2026-05-29T10:00,9935,9935,0,
2026-05-29T11:00,10203,10203,0,
2026-05-29T12:00,10817,10817,0,Day Peak
2026-05-29T13:00,11634,11634,0,
2026-05-29T14:00,11435,11430,5,
2026-05-29T15:00,10825,10825,0,
2026-05-29T16:00,9190,9190,0,
2026-05-29T17:00,7862,7862,0,
2026-05-29T18:00,7308,7308,0,
2026-05-29T19:00,8672,8672,0,
2026-05-29T19:30,9278,9278,0,
2026-05-29T20:00,9820,9820,0,
2026-05-29T21:00,10443,10438,5,Evening Peak
2026-05-29T22:00,10713,10713,0,
2026-05-29T23:00,10646,10646,0,
2026-05-30T00:00,10757,10869,3,
2026-05-30T01:00,10600,10600,0,
2026-05-30T02:00,10378,10378,0,
2026-05-30T03:00,10106,10106,0,
2026-05-30T04:00,9771,9771,0,
2026-05-30T05:00,9464,9464,0,
2026-05-30T06:00,9286,9286,0,
2026-05-30T07:00,9302,9302,0,
2026-05-30T08:00,9293,9293,0,
2026-05-30T09:00,9247,9247,0,
2026-05-30T10:00,9422,9382,40,
2026-05-30T11:00,9648,9608,40,
2026-05-30T12:00,10213,10163,50,Day Peak
2026-05-30T13:00,10933,10933,0,
2026-05-30T14:00,11102,11102,0,
2026-05-30T15:00,11118,11118,0,
2026-05-30T16:00,10446,10446,0,
2026-05-30T17:00,10626,10626,0,
2026-05-30T18:00,10404,10404,0,
2026-05-30T19:00,11620,11620,0,
2026-05-30T19:30,12801,12801,0,
2026-05-30T20:00,12894,12894,0,
2026-05-30T21:00,13132,13120,12,Evening Peak
2026-05-30T22:00,13090,13060,30,
2026-05-30T23:00,13206,13166,40,
2026-05-31T00:00,13134,13067,67,
2026-05-31T01:00,12791,12756,35,
2026-05-31T02:00,12475,12440,35,
2026-05-31T03:00,12043,12018,25,
2026-05-31T04:00,11813,11798,15,
2026-05-31T05:00,11565,11560,5,
2026-05-31T06:00,10944,10944,0,
2026-05-31T07:00,10922,10922,0,
2026-05-31T08:00,10862,10862,0,
2026-05-31T09:00,10825,10825,0,
2026-05-31T10:00,10636,10636,0,
2026-05-31T11:00,10802,10802,0,
2026-05-31T12:00,11258,11258,0,Day Peak
2026-05-31T13:00,11940,11940,0,
2026-05-31T14:00,11951,11951,0,
2026-05-31T15:00,11971,11971,0,
2026-05-31T16:00,11802,11802,0,
2026-05-31T17:00,11412,11412,0,
2026-05-31T18:00,11155,11155,0,
2026-05-31T19:00,12769,12769,0,
2026-05-31T19:30,13206,13015,191,
2026-05-31T20:00,13613,13521,92,
2026-05-31T21:00,13734,13687,47,Evening Peak
2026-05-31T22:00,13913,13750,163,
2026-05-31T23:00,14194,14037,157,
2026-06-01T00:00,13997,13878,119,
2026-06-01T01:00,13708,13648,60,
2026-06-01T02:00,13268,13203,65,
2026-06-01T03:00,12871,12826,45,
2026-06-01T04:00,12555,12515,40,
2026-06-01T05:00,12221,12181,40,
2026-06-01T06:00,11913,11868,45,
2026-06-01T07:00,11890,11850,40,
2026-06-01T08:00,11920,11890,30,
2026-06-01T09:00,12172,12157,15,
2026-06-01T10:00,12233,12218,15,
2026-06-01T11:00,12526,12511,15,
2026-06-01T12:00,12759,12744,15,Day Peak
2026-06-01T13:00,13114,13099,15,
2026-06-01T14:00,13082,13067,15,
2026-06-01T15:00,13176,13159,17,
2026-06-01T16:00,13182,13162,20,
2026-06-01T17:00,12728,12728,0,
2026-06-01T18:00,12163,12163,0,
2026-06-01T19:00,13855,13800,55,
2026-06-01T19:30,14513,14443,70,
2026-06-01T20:00,14547,14457,90,
2026-06-01T21:00,14744,14598,146,Evening Peak
2026-06-01T22:00,14747,14662,85,
2026-06-01T23:00,14773,14631,142,
2026-06-02T00:00,14533,14296,237,
2026-06-02T01:00,14481,14339,142,
2026-06-02T02:00,14235,14100,135,
2026-06-02T03:00,13754,13627,127,
2026-06-02T04:00,13408,13286,122,
2026-06-02T05:00,13054,12939,115,
2026-06-02T06:00,12666,12586,80,
2026-06-02T07:00,12535,12432,103,
2026-06-02T08:00,12644,12539,105,
2026-06-02T09:00,12762,12747,15,
2026-06-02T10:00,12836,12821,15,
2026-06-02T11:00,13118,13103,15,
2026-06-02T12:00,13440,13416,24,Day Peak
2026-06-02T13:00,13950,13920,30,
2026-06-02T14:00,14207,14162,45,
2026-06-02T15:00,14128,14080,48,
2026-06-02T16:00,14011,13976,35,
2026-06-02T17:00,13693,13653,40,
2026-06-02T18:00,13024,12967,57,
2026-06-02T19:00,14525,14348,177,
2026-06-02T19:30,15282,15100,182,
2026-06-02T20:00,15393,15195,198,
2026-06-02T21:00,15557,15182,375,Evening Peak
2026-06-02T22:00,15399,15120,279,
2026-06-02T23:00,15576,15299,277,
2026-06-03T00:00,15451,15060,391,
2026-06-03T01:00,15124,14872,252,
2026-06-03T02:00,14837,14582,255,
2026-06-03T03:00,14454,14209,245,
2026-06-03T04:00,14124,13904,220,
2026-06-03T05:00,13825,13615,210,
2026-06-03T06:00,13298,13074,224,
2026-06-03T07:00,13160,12924,236,
2026-06-03T08:00,12902,12767,135,
2026-06-03T09:00,13170,13025,145,
2026-06-03T10:00,13483,13398,85,
2026-06-03T11:00,13813,13622,191,
2026-06-03T12:00,14217,13913,304,Day Peak
2026-06-03T13:00,14738,14542,196,
2026-06-03T14:00,14855,14669,186,
2026-06-03T15:00,14917,14543,374,
2026-06-03T16:00,14708,14500,208,
2026-06-03T17:00,13985,13777,208,
2026-06-03T18:00,13188,13000,188,
2026-06-03T19:00,14633,14400,233,
2026-06-03T19:30,15318,15067,251,
2026-06-03T20:00,15102,14895,207,
2026-06-03T21:00,15571,15170,401,Evening Peak
2026-06-03T22:00,15693,15259,434,
2026-06-03T23:00,15830,15468,362,
2026-06-04T00:00,15534,14982,552,
2026-06-04T01:00,15465,15116,349,
2026-06-04T02:00,14933,14603,330,
2026-06-04T03:00,14622,14314,308,
2026-06-04T04:00,14185,13902,283,
2026-06-04T05:00,13819,13541,278,
2026-06-04T06:00,13491,13234,257,
2026-06-04T07:00,13286,13051,235,
2026-06-04T08:00,13293,13093,200,
2026-06-04T09:00,13440,13197,243,
2026-06-04T10:00,13705,13519,186,
2026-06-04T11:00,14049,13913,136,
2026-06-04T12:00,14387,14169,218,Day Peak
2026-06-04T13:00,14593,14516,77,
2026-06-04T14:00,14600,14536,64,
2026-06-04T15:00,14703,14617,86,
2026-06-04T16:00,14366,14110,256,
2026-06-04T17:00,13652,13446,206,
2026-06-04T18:00,12656,12540,116,
2026-06-04T19:00,14008,13766,242,
2026-06-04T19:30,14475,14295,180,
2026-06-04T20:00,14572,14385,187,
2026-06-04T21:00,14642,14283,359,Evening Peak
2026-06-04T22:00,14638,14452,186,
2026-06-04T23:00,14799,14624,175,
2026-06-05T00:00,15007,14647,360,
2026-06-05T01:00,15013,14821,192,
2026-06-05T02:00,14680,14498,182,
2026-06-05T03:00,14175,14013,162,
2026-06-05T04:00,13821,13664,157,
2026-06-05T05:00,13409,13257,152,
2026-06-05T06:00,12931,12704,227,
2026-06-05T07:00,12537,12352,185,
2026-06-05T08:00,12342,12138,204,
2026-06-05T09:00,12159,11958,201,Day Peak
2026-06-05T10:00,12097,11904,193,
2026-06-05T11:00,11916,11826,90,
2026-06-05T12:00,11911,11743,168,
2026-06-05T13:00,12299,12207,92,
2026-06-05T14:00,11732,11667,65,
2026-06-05T15:00,11816,11681,135,
2026-06-05T16:00,11415,11415,0,
2026-06-05T17:00,11433,11433,0,
2026-06-05T18:00,11469,11449,20,
2026-06-05T19:00,12929,12810,119,
2026-06-05T19:30,13746,13541,205,
2026-06-05T20:00,13659,13456,203,
2026-06-05T21:00,14165,13896,269,Evening Peak
2026-06-05T22:00,14243,14063,180,
2026-06-05T23:00,14307,14145,162,
2026-06-06T00:00,14336,14026,310,
2026-06-06T01:00,13918,13748,170,
2026-06-06T02:00,13551,13392,159,
2026-06-06T03:00,13119,12985,134,
2026-06-06T04:00,12836,12717,119,
2026-06-06T05:00,12651,12527,124,
2026-06-06T06:00,12387,12261,126,
2026-06-06T07:00,12476,12356,120,
2026-06-06T08:00,12674,12563,111,
2026-06-06T09:00,13023,12897,126,
2026-06-06T10:00,13284,13098,186,
2026-06-06T11:00,13716,13529,187,
2026-06-06T12:00,13747,13467,280,Day Peak
2026-06-06T13:00,13898,13731,167,
2026-06-06T14:00,13723,13540,183,
2026-06-06T15:00,13962,13627,335,
2026-06-06T16:00,13555,13391,164,
2026-06-06T17:00,12640,12499,141,
2026-06-06T18:00,12149,12026,123,
2026-06-06T19:00,13670,13450,220,
2026-06-06T19:30,14609,14359,250,
2026-06-06T20:00,14772,14568,204,
2026-06-06T21:00,15061,14683,378,Evening Peak
2026-06-06T22:00,15030,14744,286,
2026-06-06T23:00,15086,14807,279,
2026-06-07T00:00,15267,14830,437,
2026-06-07T01:00,14589,14335,254,
2026-06-07T02:00,14033,13793,240,
2026-06-07T03:00,13499,13275,224,
2026-06-07T04:00,13244,13055,189,
2026-06-07T05:00,12842,12644,198,
2026-06-07T06:00,12621,12445,176,
2026-06-07T07:00,12882,12700,182,
2026-06-07T08:00,13033,12868,165,
2026-06-07T09:00,13177,13044,133,
2026-06-07T10:00,13670,13528,142,
2026-06-07T11:00,13823,13600,223,
2026-06-07T12:00,14529,14088,441,Day Peak
2026-06-07T13:00,14888,14550,338,
2026-06-07T14:00,14929,14584,345,
2026-06-07T15:00,15289,14606,683,
2026-06-07T16:00,14487,14124,363,
2026-06-07T17:00,13899,13567,332,
2026-06-07T18:00,12920,12679,241,
2026-06-07T19:00,14342,14080,262,
2026-06-07T19:30,15061,14800,261,
2026-06-07T20:00,15125,14874,251,
2026-06-07T21:00,15324,14915,409,Evening Peak
2026-06-07T22:00,15299,15038,261,
2026-06-07T23:00,15299,14999,300,
2026-06-08T00:00,15261,14756,505,
2026-06-08T01:00,14902,14560,342,
2026-06-08T02:00,14372,14109,263,
2026-06-08T03:00,13982,13739,243,
2026-06-08T04:00,13771,13538,233,
2026-06-08T05:00,13412,13179,233,
2026-06-08T06:00,13160,12947,213,
2026-06-08T07:00,13104,12872,232,
2026-06-08T08:00,13115,12892,223,
2026-06-08T09:00,13430,13201,229,
2026-06-08T10:00,13800,13507,293,
2026-06-08T11:00,14117,13805,312,
2026-06-08T12:00,14778,14301,477,Day Peak
2026-06-08T13:00,14755,14448,307,
2026-06-08T14:00,14752,14535,217,
2026-06-08T15:00,15238,14666,572,
2026-06-08T16:00,15116,14724,392,
2026-06-08T17:00,14829,14448,381,
2026-06-08T18:00,14205,13917,288,
2026-06-08T19:00,15275,14850,425,
2026-06-08T19:30,15614,14965,649,Evening Peak
2026-06-08T20:00,15456,14984,472,
2026-06-08T21:00,15620,15207,413,
2026-06-08T22:00,15370,14999,371,
2026-06-08T23:00,15282,14925,357,
2026-06-09T00:00,15365,14780,585,
2026-06-09T01:00,14883,14569,314,
2026-06-09T02:00,14407,14214,193,
2026-06-09T03:00,13804,13630,174,
2026-06-09T04:00,13517,13358,159,
2026-06-09T05:00,13156,13003,153,
2026-06-09T06:00,12962,12916,46,
2026-06-09T07:00,12686,12660,26,
2026-06-09T08:00,12520,12500,20,
2026-06-09T09:00,12622,12602,20,
2026-06-09T10:00,13065,13050,15,
2026-06-09T11:00,13445,13400,45,
2026-06-09T12:00,13848,13797,51,Day Peak
2026-06-09T13:00,14190,14160,30,
2026-06-09T14:00,14190,14180,10,
2026-06-09T15:00,14159,14079,80,
2026-06-09T16:00,13746,13671,75,
2026-06-09T17:00,13144,13129,15,
2026-06-09T18:00,12703,12676,27,
2026-06-09T19:00,14156,14055,101,
2026-06-09T19:30,14212,14091,121,
2026-06-09T20:00,14251,14072,179,Evening Peak
2026-06-09T21:00,13992,13884,108,
2026-06-09T22:00,13927,13819,108,
2026-06-09T23:00,13869,13759,110,
2026-06-10T00:00,14123,13815,308,
2026-06-10T01:00,13625,13409,216,
2026-06-10T02:00,13367,13156,211,
2026-06-10T03:00,12930,12803,127,
2026-06-10T04:00,12493,12363,130,
2026-06-10T05:00,12281,12155,126,
2026-06-10T06:00,12063,11934,129,
2026-06-10T07:00,12189,12050,139,
2026-06-10T08:00,12147,12084,63,
2026-06-10T09:00,12427,12386,41,
2026-06-10T10:00,12696,12650,46,
2026-06-10T11:00,13046,13000,46,
2026-06-10T12:00,13600,13591,9,Day Peak
2026-06-10T13:00,13516,13502,14,
2026-06-10T14:00,13177,13177,0,
2026-06-10T15:00,13373,13373,0,
2026-06-10T16:00,12978,12960,18,
2026-06-10T17:00,12743,12725,18,
2026-06-10T18:00,12709,12649,60,
2026-06-10T19:00,13832,13727,105,
2026-06-10T19:30,14476,14364,112,
2026-06-10T20:00,14542,14417,125,
2026-06-10T21:00,14793,14611,182,Evening Peak
2026-06-10T22:00,14684,14584,100,
2026-06-10T23:00,14621,14509,112,
2026-06-11T00:00,14577,14359,218,
2026-06-11T01:00,14268,14101,167,
2026-06-11T02:00,13888,13721,167,
2026-06-11T03:00,13444,13287,157,
2026-06-11T04:00,13002,12854,148,
2026-06-11T05:00,12742,12614,128,
2026-06-11T06:00,12411,12275,136,
2026-06-11T07:00,12410,12292,118,
2026-06-11T08:00,12572,12454,118,
2026-06-11T09:00,12963,12850,113,
2026-06-11T10:00,13548,13350,198,
2026-06-11T11:00,13877,13714,163,
2026-06-11T12:00,14188,13977,211,Day Peak
2026-06-11T13:00,14543,14158,385,
2026-06-11T14:00,14514,14122,392,
2026-06-11T15:00,14395,13757,638,
2026-06-11T16:00,13844,13411,433,
2026-06-11T17:00,13444,13345,99,
2026-06-11T18:00,13340,13299,41,
2026-06-11T19:00,14367,14200,167,
2026-06-11T19:30,14888,14483,405,
2026-06-11T20:00,15025,14558,467,Evening Peak
2026-06-11T21:00,14585,14415,170,
2026-06-11T22:00,14400,14230,170,
2026-06-11T23:00,14368,14220,148,
2026-06-12T00:00,14516,13991,525,
2026-06-12T01:00,14224,13839,385,
2026-06-12T02:00,13857,13578,279,
2026-06-12T03:00,13351,13163,188,
2026-06-12T04:00,12900,12717,183,
2026-06-12T05:00,12518,12370,148,
2026-06-12T06:00,12086,11895,191,
2026-06-12T07:00,11997,11851,146,
2026-06-12T08:00,12024,11893,131,
2026-06-12T09:00,12053,11932,121,
2026-06-12T10:00,12176,12035,141,
2026-06-12T11:00,12498,12342,156,
2026-06-12T12:00,12943,12799,144,Day Peak
2026-06-12T13:00,13475,13450,25,
2026-06-12T14:00,12862,12802,60,
2026-06-12T15:00,13006,12905,101,
2026-06-12T16:00,12452,12350,102,
2026-06-12T17:00,12007,11900,107,
2026-06-12T18:00,11828,11716,112,
2026-06-12T19:00,13067,12899,168,
2026-06-12T19:30,14234,14059,175,
2026-06-12T20:00,14530,14138,392,
2026-06-12T21:00,14734,14335,399,Evening Peak
2026-06-12T22:00,14860,14015,845,
2026-06-12T23:00,14743,13805,938,
2026-06-13T00:00,15151,13804,1347,
2026-06-13T01:00,14504,13448,1056,
2026-06-13T02:00,14480,13468,1012,
2026-06-13T03:00,14138,13209,929,
2026-06-13T04:00,13549,13041,508,
2026-06-13T05:00,12801,12649,152,
2026-06-13T06:00,12376,12233,143,
2026-06-13T07:00,12523,12335,188,
2026-06-13T08:00,12456,12278,178,
2026-06-13T09:00,12540,12398,142,
2026-06-13T10:00,12636,12563,73,
2026-06-13T11:00,13087,12953,134,
2026-06-13T12:00,13716,13427,289,Day Peak
2026-06-13T13:00,14249,13848,401,
2026-06-13T14:00,13942,13517,425,
2026-06-13T15:00,13963,13500,463,
2026-06-13T16:00,13767,13395,372,
2026-06-13T17:00,13529,13354,175,
2026-06-13T18:00,13302,13176,126,
2026-06-13T19:00,15073,14020,1053,
2026-06-13T19:30,15490,14241,1249,
2026-06-13T20:00,15618,14443,1175,
2026-06-13T21:00,15610,14094,1516,Evening Peak
2026-06-13T22:00,15491,14270,1221,
2026-06-13T23:00,15849,14177,1672,
2026-06-14T00:00,15517,13546,1971,
2026-06-14T01:00,15628,13558,2070,
2026-06-14T02:00,15370,13463,1907,
2026-06-14T03:00,14914,13465,1449,
2026-06-14T04:00,14660,13393,1267,
2026-06-14T05:00,14383,13192,1191,
2026-06-14T06:00,14093,13097,996,
2026-06-14T07:00,13313,13090,223,
2026-06-14T08:00,13502,13297,205,
2026-06-14T09:00,13764,13172,592,
2026-06-14T10:00,14029,13250,779,
2026-06-14T11:00,14358,13422,936,
2026-06-14T12:00,14521,13457,1064,Day Peak
2026-06-14T13:00,14855,13682,1173,
2026-06-14T14:00,14917,13700,1217,
2026-06-14T15:00,14953,13574,1379,
2026-06-14T16:00,14975,13513,1462,
2026-06-14T17:00,14675,13603,1072,
2026-06-14T18:00,14209,13828,381,
2026-06-14T19:00,15703,14356,1347,
2026-06-14T19:30,16289,14344,1945,
2026-06-14T20:00,16091,14381,1710,
2026-06-14T21:00,16369,14319,2050,Evening Peak
2026-06-14T22:00,16236,14370,1866,
2026-06-14T23:00,16532,14360,2172,
2026-06-15T00:00,16122,13856,2266,
2026-06-15T01:00,15859,13512,2347,
2026-06-15T02:00,15559,13320,2239,
2026-06-15T03:00,15416,13318,2098,
2026-06-15T04:00,15074,13091,1983,
2026-06-15T05:00,14840,13136,1704,
2026-06-15T06:00,13411,13146,265,
2026-06-15T07:00,13149,12947,202,
2026-06-15T08:00,13415,13257,158,
2026-06-15T09:00,13611,13300,311,
2026-06-15T10:00,14017,13646,371,
2026-06-15T11:00,14394,13786,608,Day Peak
2026-06-15T12:00,15040,13790,1250,
2026-06-15T13:00,15050,13485,1565,
2026-06-15T14:00,14777,13455,1322,
2026-06-15T15:00,14591,13218,1373,
2026-06-15T16:00,14229,13230,999,
2026-06-15T17:00,13709,12997,712,
2026-06-15T18:00,13775,13100,675,
2026-06-15T19:00,15402,13850,1552,
2026-06-15T19:30,15758,14092,1666,
2026-06-15T20:00,15827,14258,1569,
2026-06-15T21:00,16128,14425,1703,Evening Peak
2026-06-15T22:00,16019,14400,1619,
2026-06-15T23:00,15871,13983,1888,
2026-06-16T00:00,15844,13546,2298,
2026-06-16T01:00,15555,13391,2164,
2026-06-16T02:00,15618,13484,2134,
2026-06-16T03:00,15165,13100,2065,
2026-06-16T04:00,14991,12990,2001,
2026-06-16T05:00,14803,12900,1903,
2026-06-16T06:00,14526,12820,1706,
2026-06-16T07:00,14434,12808,1626,
2026-06-16T08:00,14282,12719,1563,
