date,zone,demand_mw,loadshed_mw
2025-12-21,Barisal,309,0
2025-12-21,Chittagong,1144,0
2025-12-21,Comilla,938,0
2025-12-21,Dhaka,4162,0
2025-12-21,Khulna,1251,0
2025-12-21,Mymensingh,861,0
2025-12-21,Rajshahi,986,0
2025-12-21,Rangpur,774,0
2025-12-21,Sylhet,399,0
2025-12-22,Barisal,308,0
2025-12-22,Chittagong,1190,0
2025-12-22,Comilla,945,0
2025-12-22,Dhaka,4151,0
2025-12-22,Khulna,1271,0
2025-12-22,Mymensingh,845,0
2025-12-22,Rajshahi,1000,0
2025-12-22,Rangpur,750,0
2025-12-22,Sylhet,403,0
2025-12-23,Barisal,310,0
2025-12-23,Chittagong,1198,0
2025-12-23,Comilla,897,0
2025-12-23,Dhaka,4187,0
2025-12-23,Khulna,1267,0
2025-12-23,Mymensingh,864,0
2025-12-23,Rajshahi,1006,0
2025-12-23,Rangpur,741,0
2025-12-23,Sylhet,407,0
2025-12-24,Barisal,300,0
2025-12-24,Chittagong,1233,0
2025-12-24,Comilla,924,0
2025-12-24,Dhaka,4004,0
2025-12-24,Khulna,1243,0
2025-12-24,Mymensingh,847,0
2025-12-24,Rajshahi,955,0
2025-12-24,Rangpur,721,0
2025-12-24,Sylhet,386,0
2025-12-25,Barisal,301,0
2025-12-25,Chittagong,1134,0
2025-12-25,Comilla,878,0
2025-12-25,Dhaka,3680,0
2025-12-25,Khulna,1220,0
2025-12-25,Mymensingh,821,0
2025-12-25,Rajshahi,956,0
2025-12-25,Rangpur,702,0
2025-12-25,Sylhet,383,0
2025-12-26,Barisal,301,0
2025-12-26,Chittagong,1029,0
2025-12-26,Comilla,857,0
2025-12-26,Dhaka,3051,0
2025-12-26,Khulna,1115,0
2025-12-26,Mymensingh,782,0
2025-12-26,Rajshahi,891,0
2025-12-26,Rangpur,639,0
2025-12-26,Sylhet,374,0
2025-12-27,Barisal,314,0
2025-12-27,Chittagong,1175,0
2025-12-27,Comilla,916,0
2025-12-27,Dhaka,3839,0
2025-12-27,Khulna,1231,0
2025-12-27,Mymensingh,861,0
2025-12-27,Rajshahi,993,0
2025-12-27,Rangpur,732,0
2025-12-27,Sylhet,391,0
2025-12-29,Barisal,320,0
2025-12-29,Chittagong,1168,0
2025-12-29,Comilla,915,0
2025-12-29,Dhaka,3985,0
2025-12-29,Khulna,1309,0
2025-12-29,Mymensingh,851,0
2025-12-29,Rajshahi,990,0
2025-12-29,Rangpur,773,0
2025-12-29,Sylhet,386,0
2025-12-30,Barisal,315,0
2025-12-30,Chittagong,1128,0
2025-12-30,Comilla,930,0
2025-12-30,Dhaka,3970,0
2025-12-30,Khulna,1263,0
2025-12-30,Mymensingh,878,0
2025-12-30,Rajshahi,982,0
2025-12-30,Rangpur,719,0
2025-12-30,Sylhet,377,0
2025-12-31,Barisal,312,0
2025-12-31,Chittagong,1091,0
2025-12-31,Comilla,896,0
2025-12-31,Dhaka,3181,0
2025-12-31,Khulna,1217,0
2025-12-31,Mymensingh,816,0
2025-12-31,Rajshahi,971,0
2025-12-31,Rangpur,706,0
2025-12-31,Sylhet,366,0
2026-01-01,Barisal,312,0
2026-01-01,Chittagong,1123,0
2026-01-01,Comilla,903,0
2026-01-01,Dhaka,3812,0
2026-01-01,Khulna,1283,0
2026-01-01,Mymensingh,863,0
2026-01-01,Rajshahi,979,0
2026-01-01,Rangpur,766,0
2026-01-01,Sylhet,403,0
2026-01-02,Barisal,313,0
2026-01-02,Chittagong,1069,0
2026-01-02,Comilla,895,0
2026-01-02,Dhaka,3129,0
2026-01-02,Khulna,1146,0
2026-01-02,Mymensingh,801,0
2026-01-02,Rajshahi,919,0
2026-01-02,Rangpur,622,0
2026-01-02,Sylhet,374,0
2026-01-03,Barisal,329,0
2026-01-03,Chittagong,1147,0
2026-01-03,Comilla,941,0
2026-01-03,Dhaka,3768,0
2026-01-03,Khulna,1260,0
2026-01-03,Mymensingh,869,0
2026-01-03,Rajshahi,980,0
2026-01-03,Rangpur,698,0
2026-01-03,Sylhet,401,0
2026-01-04,Barisal,320,0
2026-01-04,Chittagong,1100,0
2026-01-04,Comilla,927,0
2026-01-04,Dhaka,3890,0
2026-01-04,Khulna,1280,0
2026-01-04,Mymensingh,864,0
2026-01-04,Rajshahi,1009,0
2026-01-04,Rangpur,713,0
2026-01-04,Sylhet,391,0
2026-01-05,Barisal,314,0
2026-01-05,Chittagong,1072,0
2026-01-05,Comilla,966,0
2026-01-05,Dhaka,4063,0
2026-01-05,Khulna,1319,0
2026-01-05,Mymensingh,911,0
2026-01-05,Rajshahi,1022,0
2026-01-05,Rangpur,780,0
2026-01-05,Sylhet,394,0
2026-01-06,Barisal,321,0
2026-01-06,Chittagong,1108,0
2026-01-06,Comilla,902,0
2026-01-06,Dhaka,3961,0
2026-01-06,Khulna,1323,0
2026-01-06,Mymensingh,902,0
2026-01-06,Rajshahi,1037,0
2026-01-06,Rangpur,743,0
2026-01-06,Sylhet,396,0
2026-01-07,Barisal,324,0
2026-01-07,Chittagong,1240,0
2026-01-07,Comilla,959,0
2026-01-07,Dhaka,4030,0
2026-01-07,Khulna,1311,0
2026-01-07,Mymensingh,861,0
2026-01-07,Rajshahi,1017,0
2026-01-07,Rangpur,752,0
2026-01-07,Sylhet,399,0
2026-01-08,Barisal,320,0
2026-01-08,Chittagong,1130,0
2026-01-08,Comilla,934,0
2026-01-08,Dhaka,4165,0
2026-01-08,Khulna,1309,0
2026-01-08,Mymensingh,893,0
2026-01-08,Rajshahi,1017,0
2026-01-08,Rangpur,741,0
2026-01-08,Sylhet,398,0
2026-01-09,Barisal,303,0
2026-01-09,Chittagong,1105,0
2026-01-09,Comilla,898,0
2026-01-09,Dhaka,3195,0
2026-01-09,Khulna,1188,0
2026-01-09,Mymensingh,844,0
2026-01-09,Rajshahi,943,0
2026-01-09,Rangpur,672,0
2026-01-09,Sylhet,378,0
2026-01-10,Barisal,342,0
2026-01-10,Chittagong,1126,0
2026-01-10,Comilla,966,0
2026-01-10,Dhaka,3928,0
2026-01-10,Khulna,1303,0
2026-01-10,Mymensingh,914,0
2026-01-10,Rajshahi,1023,0
2026-01-10,Rangpur,728,0
2026-01-10,Sylhet,411,0
2026-01-11,Barisal,312,0
2026-01-11,Chittagong,1142,0
2026-01-11,Comilla,950,0
2026-01-11,Dhaka,4086,0
2026-01-11,Khulna,1315,0
2026-01-11,Mymensingh,931,0
2026-01-11,Rajshahi,1042,0
2026-01-11,Rangpur,790,0
2026-01-11,Sylhet,411,0
2026-01-12,Barisal,322,0
2026-01-12,Chittagong,1104,0
2026-01-12,Comilla,942,0
2026-01-12,Dhaka,4124,0
2026-01-12,Khulna,1308,0
2026-01-12,Mymensingh,913,0
2026-01-12,Rajshahi,1054,0
2026-01-12,Rangpur,748,0
2026-01-12,Sylhet,414,0
2026-01-13,Barisal,321,0
2026-01-13,Chittagong,1177,0
2026-01-13,Comilla,910,0
2026-01-13,Dhaka,4182,0
2026-01-13,Khulna,1314,0
2026-01-13,Mymensingh,941,0
2026-01-13,Rajshahi,1058,0
2026-01-13,Rangpur,739,0
2026-01-13,Sylhet,422,0
2026-01-14,Barisal,320,0
2026-01-14,Chittagong,1156,0
2026-01-14,Comilla,972,0
2026-01-14,Dhaka,4192,0
2026-01-14,Khulna,1283,0
2026-01-14,Mymensingh,932,0
2026-01-14,Rajshahi,995,0
2026-01-14,Rangpur,747,0
2026-01-14,Sylhet,402,0
2026-01-15,Barisal,317,0
2026-01-15,Chittagong,1078,0
2026-01-15,Comilla,963,0
2026-01-15,Dhaka,4192,0
2026-01-15,Khulna,1300,0
2026-01-15,Mymensingh,946,26
2026-01-15,Rajshahi,1020,0
2026-01-15,Rangpur,726,0
2026-01-15,Sylhet,409,0
2026-01-16,Barisal,302,0
2026-01-16,Chittagong,1078,0
2026-01-16,Comilla,926,0
2026-01-16,Dhaka,3292,0
2026-01-16,Khulna,1170,0
2026-01-16,Mymensingh,900,0
2026-01-16,Rajshahi,959,0
2026-01-16,Rangpur,654,0
2026-01-16,Sylhet,385,0
2026-01-17,Barisal,340,0
2026-01-17,Chittagong,1201,0
2026-01-17,Comilla,968,0
2026-01-17,Dhaka,4118,0
2026-01-17,Khulna,1220,0
2026-01-17,Mymensingh,965,0
2026-01-17,Rajshahi,1034,0
2026-01-17,Rangpur,696,0
2026-01-17,Sylhet,422,0
2026-01-18,Barisal,338,0
2026-01-18,Chittagong,1146,0
2026-01-18,Comilla,977,0
2026-01-18,Dhaka,4126,0
2026-01-18,Khulna,1289,0
2026-01-18,Mymensingh,916,0
2026-01-18,Rajshahi,1051,0
2026-01-18,Rangpur,701,0
2026-01-18,Sylhet,419,0
2026-01-19,Barisal,304,0
2026-01-19,Chittagong,1183,0
2026-01-19,Comilla,960,0
2026-01-19,Dhaka,4302,0
2026-01-19,Khulna,1267,0
2026-01-19,Mymensingh,906,0
2026-01-19,Rajshahi,1014,0
2026-01-19,Rangpur,688,0
2026-01-19,Sylhet,423,0
2026-01-20,Barisal,268,10
2026-01-20,Chittagong,1215,0
2026-01-20,Comilla,984,0
2026-01-20,Dhaka,4229,180
2026-01-20,Khulna,1260,110
2026-01-20,Mymensingh,960,100
2026-01-20,Rajshahi,1095,120
2026-01-20,Rangpur,697,22
2026-01-20,Sylhet,417,0
2026-01-21,Barisal,304,40
2026-01-21,Chittagong,1194,70
2026-01-21,Comilla,985,70
2026-01-21,Dhaka,4217,300
2026-01-21,Khulna,1230,160
2026-01-21,Mymensingh,960,110
2026-01-21,Rajshahi,1042,117
2026-01-21,Rangpur,689,55
2026-01-21,Sylhet,414,15
2026-01-22,Barisal,324,0
2026-01-22,Chittagong,1161,0
2026-01-22,Comilla,996,20
2026-01-22,Dhaka,4161,0
2026-01-22,Khulna,1277,55
2026-01-22,Mymensingh,955,65
2026-01-22,Rajshahi,1035,40
2026-01-22,Rangpur,730,10
2026-01-22,Sylhet,410,0
2026-01-23,Barisal,305,0
2026-01-23,Chittagong,1076,0
2026-01-23,Comilla,906,0
2026-01-23,Dhaka,3372,0
2026-01-23,Khulna,1171,0
2026-01-23,Mymensingh,923,0
2026-01-23,Rajshahi,988,0
2026-01-23,Rangpur,676,0
2026-01-23,Sylhet,386,0
2026-01-24,Barisal,336,0
2026-01-24,Chittagong,1208,0
2026-01-24,Comilla,990,0
2026-01-24,Dhaka,4092,0
2026-01-24,Khulna,1267,70
2026-01-24,Mymensingh,966,31
2026-01-24,Rajshahi,1041,40
2026-01-24,Rangpur,710,10
2026-01-24,Sylhet,405,0
2026-01-25,Barisal,324,0
2026-01-25,Chittagong,1217,0
2026-01-25,Comilla,982,10
2026-01-25,Dhaka,4295,110
2026-01-25,Khulna,1286,160
2026-01-25,Mymensingh,972,45
2026-01-25,Rajshahi,1076,95
2026-01-25,Rangpur,713,71
2026-01-25,Sylhet,423,0
2026-01-26,Barisal,311,34
2026-01-26,Chittagong,1253,66
2026-01-26,Comilla,1008,82
2026-01-26,Dhaka,4265,0
2026-01-26,Khulna,1250,164
2026-01-26,Mymensingh,1010,118
2026-01-26,Rajshahi,1085,73
2026-01-26,Rangpur,756,112
2026-01-26,Sylhet,395,60
2026-01-27,Barisal,306,20
2026-01-27,Chittagong,1180,0
2026-01-27,Comilla,985,10
2026-01-27,Dhaka,4319,56
2026-01-27,Khulna,1270,150
2026-01-27,Mymensingh,1000,100
2026-01-27,Rajshahi,1048,60
2026-01-27,Rangpur,730,30
2026-01-27,Sylhet,422,0
2026-01-28,Barisal,322,36
2026-01-28,Chittagong,1221,0
2026-01-28,Comilla,1000,8
2026-01-28,Dhaka,4349,115
2026-01-28,Khulna,1232,137
2026-01-28,Mymensingh,998,56
2026-01-28,Rajshahi,1047,65
2026-01-28,Rangpur,728,50
2026-01-28,Sylhet,400,31
2026-01-29,Barisal,284,20
2026-01-29,Chittagong,1270,0
2026-01-29,Comilla,1055,10
2026-01-29,Dhaka,4427,74
2026-01-29,Khulna,1231,80
2026-01-29,Mymensingh,924,50
2026-01-29,Rajshahi,1080,20
2026-01-29,Rangpur,728,0
2026-01-29,Sylhet,455,10
2026-01-30,Barisal,307,0
2026-01-30,Chittagong,1094,0
2026-01-30,Comilla,896,0
2026-01-30,Dhaka,3633,0
2026-01-30,Khulna,1177,0
2026-01-30,Mymensingh,947,0
2026-01-30,Rajshahi,1028,0
2026-01-30,Rangpur,740,0
2026-01-30,Sylhet,375,0
2026-01-31,Barisal,323,0
2026-01-31,Chittagong,1193,0
2026-01-31,Comilla,970,0
2026-01-31,Dhaka,4340,22
2026-01-31,Khulna,1305,0
2026-01-31,Mymensingh,1003,55
2026-01-31,Rajshahi,1117,0
2026-01-31,Rangpur,789,0
2026-01-31,Sylhet,414,0
2026-02-01,Barisal,320,0
2026-02-01,Chittagong,1171,0
2026-02-01,Comilla,976,0
2026-02-01,Dhaka,4409,0
2026-02-01,Khulna,1274,0
2026-02-01,Mymensingh,980,24
2026-02-01,Rajshahi,1109,0
2026-02-01,Rangpur,797,0
2026-02-01,Sylhet,417,0
2026-02-02,Barisal,315,0
2026-02-02,Chittagong,1215,0
2026-02-02,Comilla,1003,0
2026-02-02,Dhaka,4542,0
2026-02-02,Khulna,1306,0
2026-02-02,Mymensingh,1021,20
2026-02-02,Rajshahi,1112,5
2026-02-02,Rangpur,790,0
2026-02-02,Sylhet,413,12
2026-02-03,Barisal,327,0
2026-02-03,Chittagong,1157,0
2026-02-03,Comilla,1006,0
2026-02-03,Dhaka,3895,0
2026-02-03,Khulna,1292,0
2026-02-03,Mymensingh,1002,29
2026-02-03,Rajshahi,1054,0
2026-02-03,Rangpur,808,0
2026-02-03,Sylhet,417,0
2026-02-04,Barisal,304,0
2026-02-04,Chittagong,1108,0
2026-02-04,Comilla,943,0
2026-02-04,Dhaka,3524,0
2026-02-04,Khulna,1202,0
2026-02-04,Mymensingh,971,0
2026-02-04,Rajshahi,1068,0
2026-02-04,Rangpur,754,0
2026-02-04,Sylhet,392,0
2026-02-05,Barisal,310,0
2026-02-05,Chittagong,1187,0
2026-02-05,Comilla,997,0
2026-02-05,Dhaka,4442,0
2026-02-05,Khulna,1276,0
2026-02-05,Mymensingh,1044,0
2026-02-05,Rajshahi,1102,0
2026-02-05,Rangpur,792,0
2026-02-05,Sylhet,415,0
2026-02-06,Barisal,294,0
2026-02-06,Chittagong,1133,0
2026-02-06,Comilla,913,0
2026-02-06,Dhaka,3689,0
2026-02-06,Khulna,1194,0
2026-02-06,Mymensingh,971,0
2026-02-06,Rajshahi,1030,0
2026-02-06,Rangpur,765,0
2026-02-06,Sylhet,391,0
2026-02-07,Barisal,313,0
2026-02-07,Chittagong,1175,0
2026-02-07,Comilla,988,0
2026-02-07,Dhaka,4362,0
2026-02-07,Khulna,1315,0
2026-02-07,Mymensingh,1021,0
2026-02-07,Rajshahi,1119,0
2026-02-07,Rangpur,818,0
2026-02-07,Sylhet,422,0
2026-02-08,Barisal,314,0
2026-02-08,Chittagong,1240,0
2026-02-08,Comilla,984,0
2026-02-08,Dhaka,4313,0
2026-02-08,Khulna,1282,0
2026-02-08,Mymensingh,1039,0
2026-02-08,Rajshahi,1130,0
2026-02-08,Rangpur,804,0
2026-02-08,Sylhet,425,0
2026-02-09,Barisal,310,0
2026-02-09,Chittagong,1151,0
2026-02-09,Comilla,982,0
2026-02-09,Dhaka,4306,0
2026-02-09,Khulna,1302,0
2026-02-09,Mymensingh,1035,29
2026-02-09,Rajshahi,1122,0
2026-02-09,Rangpur,787,0
2026-02-09,Sylhet,422,0
2026-02-10,Barisal,315,0
2026-02-10,Chittagong,1064,0
2026-02-10,Comilla,980,0
2026-02-10,Dhaka,3552,0
2026-02-10,Khulna,1267,0
2026-02-10,Mymensingh,1019,0
2026-02-10,Rajshahi,1097,0
2026-02-10,Rangpur,760,0
2026-02-10,Sylhet,414,0
2026-02-11,Barisal,305,0
2026-02-11,Chittagong,914,0
2026-02-11,Comilla,900,0
2026-02-11,Dhaka,2811,0
2026-02-11,Khulna,1167,0
2026-02-11,Mymensingh,963,0
2026-02-11,Rajshahi,1023,0
2026-02-11,Rangpur,748,0
2026-02-11,Sylhet,384,0
2026-02-12,Barisal,280,0
2026-02-12,Chittagong,725,0
2026-02-12,Comilla,820,0
2026-02-12,Dhaka,2331,0
2026-02-12,Khulna,1052,0
2026-02-12,Mymensingh,859,0
2026-02-12,Rajshahi,873,0
2026-02-12,Rangpur,636,0
2026-02-12,Sylhet,356,0
2026-02-13,Barisal,294,0
2026-02-13,Chittagong,1046,0
2026-02-13,Comilla,914,0
2026-02-13,Dhaka,2935,0
2026-02-13,Khulna,1144,0
2026-02-13,Mymensingh,974,0
2026-02-13,Rajshahi,1005,0
2026-02-13,Rangpur,715,0
2026-02-13,Sylhet,375,0
2026-02-14,Barisal,321,0
2026-02-14,Chittagong,1120,0
2026-02-14,Comilla,1016,0
2026-02-14,Dhaka,4107,0
2026-02-14,Khulna,1279,0
2026-02-14,Mymensingh,1036,0
2026-02-14,Rajshahi,1135,0
2026-02-14,Rangpur,788,0
2026-02-14,Sylhet,416,0
2026-02-15,Barisal,330,0
2026-02-15,Chittagong,1144,0
2026-02-15,Comilla,1021,0
2026-02-15,Dhaka,4602,0
2026-02-15,Khulna,1303,0
2026-02-15,Mymensingh,1062,66
2026-02-15,Rajshahi,1152,0
2026-02-15,Rangpur,800,0
2026-02-15,Sylhet,420,0
2026-02-16,Barisal,318,0
2026-02-16,Chittagong,1172,0
2026-02-16,Comilla,1040,0
2026-02-16,Dhaka,4698,0
2026-02-16,Khulna,1307,0
2026-02-16,Mymensingh,1097,77
2026-02-16,Rajshahi,1162,0
2026-02-16,Rangpur,805,0
2026-02-16,Sylhet,430,0
2026-02-17,Barisal,329,0
2026-02-17,Chittagong,1202,0
2026-02-17,Comilla,1051,0
2026-02-17,Dhaka,4696,0
2026-02-17,Khulna,1366,0
2026-02-17,Mymensingh,1076,87
2026-02-17,Rajshahi,1176,0
2026-02-17,Rangpur,828,0
2026-02-17,Sylhet,443,0
2026-02-18,Barisal,353,0
2026-02-18,Chittagong,1250,0
2026-02-18,Comilla,1100,0
2026-02-18,Dhaka,4768,0
2026-02-18,Khulna,1432,0
2026-02-18,Mymensingh,1124,63
2026-02-18,Rajshahi,1197,0
2026-02-18,Rangpur,872,0
2026-02-18,Sylhet,456,0
2026-02-19,Barisal,330,0
2026-02-19,Chittagong,1230,0
2026-02-19,Comilla,1031,0
2026-02-19,Dhaka,4362,0
2026-02-19,Khulna,1309,0
2026-02-19,Mymensingh,1045,52
2026-02-19,Rajshahi,1036,0
2026-02-19,Rangpur,717,0
2026-02-19,Sylhet,412,0
2026-02-20,Barisal,327,0
2026-02-20,Chittagong,1171,0
2026-02-20,Comilla,1015,0
2026-02-20,Dhaka,4050,0
2026-02-20,Khulna,1240,0
2026-02-20,Mymensingh,991,0
2026-02-20,Rajshahi,1009,0
2026-02-20,Rangpur,656,0
2026-02-20,Sylhet,418,0
2026-02-21,Barisal,325,0
2026-02-21,Chittagong,1204,0
2026-02-21,Comilla,1013,0
2026-02-21,Dhaka,4042,0
2026-02-21,Khulna,1304,0
2026-02-21,Mymensingh,1031,0
2026-02-21,Rajshahi,1071,0
2026-02-21,Rangpur,709,0
2026-02-21,Sylhet,415,0
2026-02-22,Barisal,335,0
2026-02-22,Chittagong,1216,0
2026-02-22,Comilla,1042,0
2026-02-22,Dhaka,4540,0
2026-02-22,Khulna,1324,0
2026-02-22,Mymensingh,992,0
2026-02-22,Rajshahi,1100,0
2026-02-22,Rangpur,711,0
2026-02-22,Sylhet,419,0
2026-02-23,Barisal,333,0
2026-02-23,Chittagong,1242,0
2026-02-23,Comilla,1000,0
2026-02-23,Dhaka,4554,0
2026-02-23,Khulna,1346,0
2026-02-23,Mymensingh,1017,0
2026-02-23,Rajshahi,1090,0
2026-02-23,Rangpur,716,0
2026-02-23,Sylhet,394,0
2026-02-24,Barisal,339,0
2026-02-24,Chittagong,1320,0
2026-02-24,Comilla,1023,0
2026-02-24,Dhaka,4637,0
2026-02-24,Khulna,1285,0
2026-02-24,Mymensingh,994,0
2026-02-24,Rajshahi,1118,0
2026-02-24,Rangpur,715,0
2026-02-24,Sylhet,414,0
2026-02-25,Barisal,335,0
2026-02-25,Chittagong,1262,0
2026-02-25,Comilla,1088,0
2026-02-25,Dhaka,4806,0
2026-02-25,Khulna,1321,0
2026-02-25,Mymensingh,1004,0
2026-02-25,Rajshahi,1113,0
2026-02-25,Rangpur,708,0
2026-02-25,Sylhet,430,0
2026-02-26,Barisal,340,0
2026-02-26,Chittagong,1250,0
2026-02-26,Comilla,1049,0
2026-02-26,Dhaka,4706,0
2026-02-26,Khulna,1345,0
2026-02-26,Mymensingh,1002,0
2026-02-26,Rajshahi,1100,0
2026-02-26,Rangpur,750,0
2026-02-26,Sylhet,419,0
2026-02-27,Barisal,334,0
2026-02-27,Chittagong,1187,0
2026-02-27,Comilla,1027,0
2026-02-27,Dhaka,4157,0
2026-02-27,Khulna,1210,0
2026-02-27,Mymensingh,940,0
2026-02-27,Rajshahi,1054,0
2026-02-27,Rangpur,647,0
2026-02-27,Sylhet,423,0
2026-02-28,Barisal,362,0
2026-02-28,Chittagong,1225,0
2026-02-28,Comilla,1038,0
2026-02-28,Dhaka,4643,0
2026-02-28,Khulna,1357,0
2026-02-28,Mymensingh,1016,0
2026-02-28,Rajshahi,1138,0
2026-02-28,Rangpur,713,0
2026-02-28,Sylhet,419,0
2026-03-01,Barisal,359,0
2026-03-01,Chittagong,1207,0
2026-03-01,Comilla,1131,0
2026-03-01,Dhaka,4843,0
2026-03-01,Khulna,1405,0
2026-03-01,Mymensingh,997,0
2026-03-01,Rajshahi,1164,0
2026-03-01,Rangpur,724,0
2026-03-01,Sylhet,427,0
2026-03-02,Barisal,375,0
2026-03-02,Chittagong,1374,0
2026-03-02,Comilla,1184,0
2026-03-02,Dhaka,4825,0
2026-03-02,Khulna,1405,0
2026-03-02,Mymensingh,998,0
2026-03-02,Rajshahi,1170,0
2026-03-02,Rangpur,673,0
2026-03-02,Sylhet,440,0
2026-03-03,Barisal,362,0
2026-03-03,Chittagong,1248,0
2026-03-03,Comilla,1154,0
2026-03-03,Dhaka,4828,0
2026-03-03,Khulna,1405,10
2026-03-03,Mymensingh,1022,0
2026-03-03,Rajshahi,1179,0
2026-03-03,Rangpur,733,0
2026-03-03,Sylhet,458,0
2026-03-04,Barisal,360,0
2026-03-04,Chittagong,1281,0
2026-03-04,Comilla,1139,0
2026-03-04,Dhaka,4841,0
2026-03-04,Khulna,1395,17
2026-03-04,Mymensingh,1005,0
2026-03-04,Rajshahi,1190,0
2026-03-04,Rangpur,712,0
2026-03-04,Sylhet,465,0
2026-03-05,Barisal,364,0
2026-03-05,Chittagong,1285,0
2026-03-05,Comilla,1154,0
2026-03-05,Dhaka,4903,0
2026-03-05,Khulna,1448,0
2026-03-05,Mymensingh,1075,0
2026-03-05,Rajshahi,1167,0
2026-03-05,Rangpur,748,0
2026-03-05,Sylhet,481,0
2026-03-06,Barisal,354,0
2026-03-06,Chittagong,1274,0
2026-03-06,Comilla,1211,0
2026-03-06,Dhaka,4545,0
2026-03-06,Khulna,1389,0
2026-03-06,Mymensingh,1080,0
2026-03-06,Rajshahi,1183,0
2026-03-06,Rangpur,703,0
2026-03-06,Sylhet,525,0
2026-03-07,Barisal,385,0
2026-03-07,Chittagong,1315,0
2026-03-07,Comilla,1261,0
2026-03-07,Dhaka,5059,0
2026-03-07,Khulna,1524,0
2026-03-07,Mymensingh,1147,0
2026-03-07,Rajshahi,1282,0
2026-03-07,Rangpur,767,0
2026-03-07,Sylhet,531,0
2026-03-08,Barisal,399,0
2026-03-08,Chittagong,1240,0
2026-03-08,Comilla,1263,0
2026-03-08,Dhaka,5195,0
2026-03-08,Khulna,1542,0
2026-03-08,Mymensingh,1107,0
2026-03-08,Rajshahi,1322,0
2026-03-08,Rangpur,770,0
2026-03-08,Sylhet,534,0
2026-03-09,Barisal,398,0
2026-03-09,Chittagong,1316,0
2026-03-09,Comilla,1293,0
2026-03-09,Dhaka,5139,0
2026-03-09,Khulna,1585,0
2026-03-09,Mymensingh,1077,0
2026-03-09,Rajshahi,1328,0
2026-03-09,Rangpur,807,0
2026-03-09,Sylhet,512,0
2026-03-10,Barisal,405,0
2026-03-10,Chittagong,1432,0
2026-03-10,Comilla,1297,0
2026-03-10,Dhaka,5255,0
2026-03-10,Khulna,1636,0
2026-03-10,Mymensingh,1152,0
2026-03-10,Rajshahi,1379,0
2026-03-10,Rangpur,880,0
2026-03-10,Sylhet,522,0
2026-03-11,Barisal,414,0
2026-03-11,Chittagong,1416,40
2026-03-11,Comilla,1370,15
2026-03-11,Dhaka,5463,0
2026-03-11,Khulna,1672,10
2026-03-11,Mymensingh,1217,25
2026-03-11,Rajshahi,1459,0
2026-03-11,Rangpur,892,0
2026-03-11,Sylhet,570,10
2026-03-12,Barisal,393,0
2026-03-12,Chittagong,1328,34
2026-03-12,Comilla,1366,0
2026-03-12,Dhaka,5269,0
2026-03-12,Khulna,1586,0
2026-03-12,Mymensingh,1097,0
2026-03-12,Rajshahi,1272,0
2026-03-12,Rangpur,801,0
2026-03-12,Sylhet,560,0
2026-03-13,Barisal,404,0
2026-03-13,Chittagong,1242,0
2026-03-13,Comilla,1087,0
2026-03-13,Dhaka,4321,0
2026-03-13,Khulna,1668,0
2026-03-13,Mymensingh,846,0
2026-03-13,Rajshahi,1258,0
2026-03-13,Rangpur,733,0
2026-03-13,Sylhet,371,0
2026-03-14,Barisal,415,0
2026-03-14,Chittagong,1406,0
2026-03-14,Comilla,1334,0
2026-03-14,Dhaka,5272,0
2026-03-14,Khulna,1744,0
2026-03-14,Mymensingh,1198,20
2026-03-14,Rajshahi,1450,0
2026-03-14,Rangpur,804,0
2026-03-14,Sylhet,435,0
2026-03-15,Barisal,392,0
2026-03-15,Chittagong,1346,21
2026-03-15,Comilla,1327,0
2026-03-15,Dhaka,5269,0
2026-03-15,Khulna,1620,0
2026-03-15,Mymensingh,1088,0
2026-03-15,Rajshahi,1416,0
2026-03-15,Rangpur,770,0
2026-03-15,Sylhet,393,0
2026-03-16,Barisal,378,0
2026-03-16,Chittagong,1443,73
2026-03-16,Comilla,1325,0
2026-03-16,Dhaka,5040,0
2026-03-16,Khulna,1620,0
2026-03-16,Mymensingh,1019,0
2026-03-16,Rajshahi,1276,0
2026-03-16,Rangpur,816,0
2026-03-16,Sylhet,451,0
2026-03-17,Barisal,382,0
2026-03-17,Chittagong,1334,0
2026-03-17,Comilla,1341,0
2026-03-17,Dhaka,4818,0
2026-03-17,Khulna,1680,0
2026-03-17,Mymensingh,1025,0
2026-03-17,Rajshahi,1342,0
2026-03-17,Rangpur,750,0
2026-03-17,Sylhet,436,0
2026-03-18,Barisal,376,0
2026-03-18,Chittagong,1260,0
2026-03-18,Comilla,1299,0
2026-03-18,Dhaka,3372,0
2026-03-18,Khulna,1602,0
2026-03-18,Mymensingh,802,0
2026-03-18,Rajshahi,1182,0
2026-03-18,Rangpur,870,0
2026-03-18,Sylhet,386,0
2026-03-19,Barisal,430,0
2026-03-19,Chittagong,1278,0
2026-03-19,Comilla,1233,0
2026-03-19,Dhaka,3220,0
2026-03-19,Khulna,1637,0
2026-03-19,Mymensingh,976,0
2026-03-19,Rajshahi,1243,0
2026-03-19,Rangpur,742,0
2026-03-19,Sylhet,469,0
2026-03-20,Barisal,300,0
2026-03-20,Chittagong,916,0
2026-03-20,Comilla,872,0
2026-03-20,Dhaka,2507,0
2026-03-20,Khulna,1043,0
2026-03-20,Mymensingh,744,0
2026-03-20,Rajshahi,1038,0
2026-03-20,Rangpur,637,0
2026-03-20,Sylhet,389,0
2026-03-21,Barisal,321,0
2026-03-21,Chittagong,776,0
